COD_OFICI,COD_NIVELOFIC,des_ofici,cod_cbc,des_cbc,cod_zona,des_zona,COD_TERRIT,des_territ,cod_areanego,des_areanego
1487,10,BADAJOZ-OBISPO SAN JUAN RIBERA 15,8997,CBC-BADAJOZ-S.J.RIBERA,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
1488,10,BADAJOZ-ESTACION,8997,CBC-BADAJOZ-S.J.RIBERA,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
1508,10,BADAJOZ-VALDEPASILLAS,8997,CBC-BADAJOZ-S.J.RIBERA,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
1509,10,BADAJOZ-SANTA MARINA,8997,CBC-BADAJOZ-S.J.RIBERA,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
1668,10,BADAJOZ AG. 1,8997,CBC-BADAJOZ-S.J.RIBERA,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
2517,10,BADAJOZ-CLIENTES BCA.PERSONAL,8997,CBC-BADAJOZ-S.J.RIBERA,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
2874,10,BADAJOZ-CAROLINA CORONADO,8997,CBC-BADAJOZ-S.J.RIBERA,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
2875,10,BADAJOZ-SAN FRANCISCO,8997,CBC-BADAJOZ-S.J.RIBERA,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
2876,10,BADAJOZ-FERNANDO CALZADILLA,8997,CBC-BADAJOZ-S.J.RIBERA,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
2882,10,BADAJOZ-GODOFREDO ORTEGA,8997,CBC-BADAJOZ-S.J.RIBERA,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
2883,10,BADAJOZ-AV.JUAN CARLOS I,8997,CBC-BADAJOZ-S.J.RIBERA,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
4499,10,BADAJOZ-AVDA. EUROPA,8997,CBC-BADAJOZ-S.J.RIBERA,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
4699,10,BADAJOZ-PZ. ESPAÑA,8997,CBC-BADAJOZ-S.J.RIBERA,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
5641,10,EXTREMADURA-SUC. INSTITUCIONAL,8997,CBC-BADAJOZ-S.J.RIBERA,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
5733,10,BADAJOZ-BANCA PERSONAL,8997,CBC-BADAJOZ-S.J.RIBERA,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
5877,10,BADAJOZ-AV. DE ELVAS,8997,CBC-BADAJOZ-S.J.RIBERA,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
6049,10,BADAJOZ-CERRO DEL VIENTO,8997,CBC-BADAJOZ-S.J.RIBERA,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
6102,10,OLIVENZA,8997,CBC-BADAJOZ-S.J.RIBERA,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
6191,10,OF.VIRTUAL BADAJOZ 1-COL.SECRETARIOS,8997,CBC-BADAJOZ-S.J.RIBERA,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
7261,10,BADAJOZ-OBISPO SAN JUAN RIBERA 9,8997,CBC-BADAJOZ-S.J.RIBERA,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
7361,10,BADAJOZ-RICARDO CARAPETO,8997,CBC-BADAJOZ-S.J.RIBERA,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
7537,10,CUARTEL DE BOTOA-OTP,8997,CBC-BADAJOZ-S.J.RIBERA,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
8997,20,CBC-BADAJOZ-S.J.RIBERA,8997,CBC-BADAJOZ-S.J.RIBERA,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
9827,30,Z.ALMERIA,,,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
447,10,MOTRIL,8999,CBC-MOTRIL-PZ.LA AURORA,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
2095,10,MOTRIL-ANCHA,8999,CBC-MOTRIL-PZ.LA AURORA,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
3659,10,ORGIVA (AGTE:C.GONZALEZ GIRELA),8999,CBC-MOTRIL-PZ.LA AURORA,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
4429,10,SALOBREÑA(AGTE:J.AIJON),8999,CBC-MOTRIL-PZ.LA AURORA,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
4480,10,MOTRIL-CL NUEVA,8999,CBC-MOTRIL-PZ.LA AURORA,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
4784,10,ALMUÑECAR-ALTILLO 7,8999,CBC-MOTRIL-PZ.LA AURORA,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
7108,10,ALMUÑECAR-ALTILLO 10,8999,CBC-MOTRIL-PZ.LA AURORA,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
7376,10,ALMUÑECAR,8999,CBC-MOTRIL-PZ.LA AURORA,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
7665,10,MOTRIL-PZ.LA AURORA,8999,CBC-MOTRIL-PZ.LA AURORA,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
8999,20,CBC-MOTRIL-PZ.LA AURORA,8999,CBC-MOTRIL-PZ.LA AURORA,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
92,10,ADRA,9008,CBC-EL EJIDO-CRT MALAGA,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
457,10,EL EJIDO-DALIAS,9008,CBC-EL EJIDO-CRT MALAGA,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
2001,10,ALBUÑOL (AGTE:J.RUIZ GONZALEZ),9008,CBC-EL EJIDO-CRT MALAGA,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
2420,10,EL EJIDO-CRT MALAGA,9008,CBC-EL EJIDO-CRT MALAGA,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
2659,10,PUEBLA DE VICAR,9008,CBC-EL EJIDO-CRT MALAGA,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
3596,10,PUEBLA VICAR (AGTE:P.GONGORA CABRE),9008,CBC-EL EJIDO-CRT MALAGA,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
3929,10,DALIAS(AGTE:F.SANCHEZ),9008,CBC-EL EJIDO-CRT MALAGA,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
4970,10,STA.MªAGUILA(AGTE:SANCHEZ ANTEQUERA),9008,CBC-EL EJIDO-CRT MALAGA,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
6528,10,BERJA,9008,CBC-EL EJIDO-CRT MALAGA,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
7365,10,EL EJIDO-LOBERO,9008,CBC-EL EJIDO-CRT MALAGA,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
7675,10,EL EJIDO-SANTA MARIA DEL AGUILA,9008,CBC-EL EJIDO-CRT MALAGA,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
9008,20,CBC-EL EJIDO-CRT MALAGA,9008,CBC-EL EJIDO-CRT MALAGA,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
1454,10,ALMERIA-EL ALQUIAN,9010,CBC-ROQUETAS-SAN JOSE,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
1653,10,CAMPOHERMOSO-NIJAR,9010,CBC-ROQUETAS-SAN JOSE,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
1717,10,CARBONERAS,9010,CBC-ROQUETAS-SAN JOSE,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
2088,10,LA MOJONERA,9010,CBC-ROQUETAS-SAN JOSE,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
2107,10,ALMERIA-LA CAÑADA,9010,CBC-ROQUETAS-SAN JOSE,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
3379,10,ROQUETAS-JUAN CARLOS I,9010,CBC-ROQUETAS-SAN JOSE,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
5500,10,ROQUETAS-SAN JOSE,9010,CBC-ROQUETAS-SAN JOSE,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
5764,10,AGUADULCE,9010,CBC-ROQUETAS-SAN JOSE,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
7003,10,ROQUETAS-EL PARADOR,9010,CBC-ROQUETAS-SAN JOSE,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
8042,10,"ROQUETAS-AV. ROQUETAS, 25",9010,CBC-ROQUETAS-SAN JOSE,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
9010,20,CBC-ROQUETAS-SAN JOSE,9010,CBC-ROQUETAS-SAN JOSE,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
2215,10,SAN ISIDRO DE NIJAR,9011,CBC-HUERCAL OVERA,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
3383,10,HUERCAL OVERA,9011,CBC-HUERCAL OVERA,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
3579,10,ALBOX (AGTE:F.GALERA MARTINEZ),9011,CBC-HUERCAL OVERA,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
3583,10,CANTORIA (AGTE:R.LINARES LOPEZ),9011,CBC-HUERCAL OVERA,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
3584,10,CUEVAS ALMANZORA (AGTE:M.DIAZ MART),9011,CBC-HUERCAL OVERA,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
3587,10,GARRUCHA (AGTE:M.LOAISA MARTINEZ),9011,CBC-HUERCAL OVERA,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
3592,10,VELEZ BLANCO (AGTE:J.TORRECILLAS B),9011,CBC-HUERCAL OVERA,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
4231,10,PULPI (AGTE:A.BARAZA),9011,CBC-HUERCAL OVERA,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
6479,10,GARRUCHA-MAYOR,9011,CBC-HUERCAL OVERA,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
6494,10,VERA,9011,CBC-HUERCAL OVERA,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
7041,10,CUEVAS DE ALMANZORA,9011,CBC-HUERCAL OVERA,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
7069,10,CARBONERAS,9011,CBC-HUERCAL OVERA,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
9011,20,CBC-HUERCAL OVERA,9011,CBC-HUERCAL OVERA,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
330,10,ALMERIA,9690,CBC-ALMERIA-PS. ALMERIA,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
332,10,ALMERIA-GREGORIO MARAÑON,9690,CBC-ALMERIA-PS. ALMERIA,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
333,10,ALMERIA-EL ZAPILLO,9690,CBC-ALMERIA-PS. ALMERIA,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
1809,10,ALMERIA-PS. ALMERIA 41,9690,CBC-ALMERIA-PS. ALMERIA,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
2099,10,ALMERIA-NUEVA ANDALUCIA,9690,CBC-ALMERIA-PS. ALMERIA,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
2497,10,ALMERIA-CLIENTES BANCA PERSONAL,9690,CBC-ALMERIA-PS. ALMERIA,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
3374,10,ALMERIA-PS. ALMERIA 7,9690,CBC-ALMERIA-PS. ALMERIA,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
3375,10,CAMPAMENTO ALVAREZ SOTOMAYOR,9690,CBC-ALMERIA-PS. ALMERIA,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
3376,10,ALMERIA-LOS ANGELES,9690,CBC-ALMERIA-PS. ALMERIA,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
3378,10,ALMERIA-NUEVA ANDALUCIA,9690,CBC-ALMERIA-PS. ALMERIA,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
3380,10,ALMERIA-ZAPILLO,9690,CBC-ALMERIA-PS. ALMERIA,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
3384,10,ALMERIA-ARTES DE ARCOS,9690,CBC-ALMERIA-PS. ALMERIA,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
3580,10,ALHAMA ALMERIA (AGTE:J.ARCOS AMATE),9690,CBC-ALMERIA-PS. ALMERIA,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
3581,10,BERJA (AGTE:M.CALLEJON VILLEGAS),9690,CBC-ALMERIA-PS. ALMERIA,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
3582,10,CANJAYAR (AGTE:M.HERNANDEZ OLMO),9690,CBC-ALMERIA-PS. ALMERIA,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
3586,10,FIÑANA (AGTE:C.SALMERON GUTIERREZ),9690,CBC-ALMERIA-PS. ALMERIA,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
3588,10,SORBAS (AGTE:J.LOPEZ FUENTES),9690,CBC-ALMERIA-PS. ALMERIA,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
3599,10,ALMERIA1 (AGTE:C.TARAMELLI VICENTE),9690,CBC-ALMERIA-PS. ALMERIA,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
4540,10,ALMERIA-CARRERA DEL PERU,9690,CBC-ALMERIA-PS. ALMERIA,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
4689,10,ALMERIA-GENERAL TAMAYO,9690,CBC-ALMERIA-PS. ALMERIA,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
5094,10,TIJOLA (AGTE:I.MASEGOSA SANCHEZ),9690,CBC-ALMERIA-PS. ALMERIA,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
5353,10,GADOR (AGTE:I.ALONSO ALONSO),9690,CBC-ALMERIA-PS. ALMERIA,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
5591,10,ALMERIA-SUCURSAL INSTITUCIONAL,9690,CBC-ALMERIA-PS. ALMERIA,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
6641,10,ALMERIA-AV.DEL MEDITERRANEO,9690,CBC-ALMERIA-PS. ALMERIA,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
6828,10,ALMERIA-EDF OLIVEROS,9690,CBC-ALMERIA-PS. ALMERIA,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
7090,10,ALMERIA-CALZADA DE CASTRO,9690,CBC-ALMERIA-PS. ALMERIA,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
7317,10,ALMERIA-PS. ALMERIA 53,9690,CBC-ALMERIA-PS. ALMERIA,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
8084,10,DUO ALMERIA-LOS ANGELES,9690,CBC-ALMERIA-PS. ALMERIA,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
9690,20,CBC-ALMERIA-PS. ALMERIA,9690,CBC-ALMERIA-PS. ALMERIA,9827,Z.ALMERIA,72,D.T.SUR,13,BANCA COMERCIAL
1523,50,D.T.NORTE,,,,,1523,D.T.NORTE,13,BANCA COMERCIAL
2513,30,ZONA (F) DT NORTE-CENTROS APOYO,,,2513,ZONA (F) DT NORTE-CENTROS APOYO,1523,D.T.NORTE,13,BANCA COMERCIAL
4147,10,COMPLEMENTO DT NORTE,,,2513,ZONA (F) DT NORTE-CENTROS APOYO,1523,D.T.NORTE,13,BANCA COMERCIAL
4150,10,COMPLEMENTO D.T. ARAG-NAVARRA-RIOJA,,,2513,ZONA (F) DT NORTE-CENTROS APOYO,1523,D.T.NORTE,13,BANCA COMERCIAL
5838,10,CTRO GEST.COLECTIVOS ARA/NAV/RIOJA,,,2513,ZONA (F) DT NORTE-CENTROS APOYO,1523,D.T.NORTE,13,BANCA COMERCIAL
5844,10,CTRO GEST.COLECTIVOS-DT NORTE,,,2513,ZONA (F) DT NORTE-CENTROS APOYO,1523,D.T.NORTE,13,BANCA COMERCIAL
1173,10,C.P. BILBAO,,,8012,Z.PRESCRIP.NORTE,1523,D.T.NORTE,13,BANCA COMERCIAL
1177,10,C.P.ZARAGOZA-HUESCA-TERUEL,,,8012,Z.PRESCRIP.NORTE,1523,D.T.NORTE,13,BANCA COMERCIAL
1179,10,C.P. SAN SEBASTIAN,,,8012,Z.PRESCRIP.NORTE,1523,D.T.NORTE,13,BANCA COMERCIAL
1181,10,C.P. CANTABRIA,,,8012,Z.PRESCRIP.NORTE,1523,D.T.NORTE,13,BANCA COMERCIAL
1198,10,C.P. PAIS VASCO-CANTABRIA,,,8012,Z.PRESCRIP.NORTE,1523,D.T.NORTE,13,BANCA COMERCIAL
1199,10,C.P.ARAGON-NAVARRA-RIOJA,,,8012,Z.PRESCRIP.NORTE,1523,D.T.NORTE,13,BANCA COMERCIAL
1200,10,C.P. NAVARRA,,,8012,Z.PRESCRIP.NORTE,1523,D.T.NORTE,13,BANCA COMERCIAL
1952,10,C.P. HUESCA,,,8012,Z.PRESCRIP.NORTE,1523,D.T.NORTE,13,BANCA COMERCIAL
8012,30,Z.PRESCRIP.NORTE,,,8012,Z.PRESCRIP.NORTE,1523,D.T.NORTE,13,BANCA COMERCIAL
8251,10,CTRO.GESTION APIS-DT NORTE,,,8012,Z.PRESCRIP.NORTE,1523,D.T.NORTE,13,BANCA COMERCIAL
8338,10,C.P. PAIS VASCO EQUIPAMIENTO,,,8012,Z.PRESCRIP.NORTE,1523,D.T.NORTE,13,BANCA COMERCIAL
8356,10,C.P. ARAGON EQUIPAMIENTO,,,8012,Z.PRESCRIP.NORTE,1523,D.T.NORTE,13,BANCA COMERCIAL
8609,10,D.AGTES. PAIS VASCO Y CANTABRIA,,,8012,Z.PRESCRIP.NORTE,1523,D.T.NORTE,13,BANCA COMERCIAL
8627,10,Z.AGTES. ARAGON-NAVARRA-RIOJA,,,8012,Z.PRESCRIP.NORTE,1523,D.T.NORTE,13,BANCA COMERCIAL
8370,30,ZONA B. PERSONAL-DT NORTE,,,8370,ZONA B. PERSONAL-DT NORTE,1523,D.T.NORTE,13,BANCA COMERCIAL
9828,30,Z.ZARAGOZA,,,9828,Z.ZARAGOZA,1523,D.T.NORTE,13,BANCA COMERCIAL
740,10,ZARAGOZA-COSTA,9015,CBC-ZARAGOZA CENTRO,9828,Z.ZARAGOZA,1523,D.T.NORTE,13,BANCA COMERCIAL
748,10,ZARAGOZA-LEON XIII,9015,CBC-ZARAGOZA CENTRO,9828,Z.ZARAGOZA,1523,D.T.NORTE,13,BANCA COMERCIAL
1014,10,ZARAGOZA4(AGTE:ZARAINVER SL),9015,CBC-ZARAGOZA CENTRO,9828,Z.ZARAGOZA,1523,D.T.NORTE,13,BANCA COMERCIAL
1896,10,ZARAGOZA-UNIDAD NEGOCIO-ARAGON,9015,CBC-ZARAGOZA CENTRO,9828,Z.ZARAGOZA,1523,D.T.NORTE,13,BANCA COMERCIAL
4183,10,ZARAGOZA-CLIENTES BCA.PERSONAL,9015,CBC-ZARAGOZA CENTRO,9828,Z.ZARAGOZA,1523,D.T.NORTE,13,BANCA COMERCIAL
4934,10,ZARAGOZA-INDEPENDENCIA 4,9015,CBC-ZARAGOZA CENTRO,9828,Z.ZARAGOZA,1523,D.T.NORTE,13,BANCA COMERCIAL
5538,10,ZARAGOZA/COSO-BANCA PERSONAL,9015,CBC-ZARAGOZA CENTRO,9828,Z.ZARAGOZA,1523,D.T.NORTE,13,BANCA COMERCIAL
6451,10,ZARAGOZA/SAN CLEMENTE-BANCA PERSONAL,9015,CBC-ZARAGOZA CENTRO,9828,Z.ZARAGOZA,1523,D.T.NORTE,13,BANCA COMERCIAL
6900,10,ZARAGOZA-PL. DE ESPAÑA,9015,CBC-ZARAGOZA CENTRO,9828,Z.ZARAGOZA,1523,D.T.NORTE,13,BANCA COMERCIAL
6902,10,CSB-ZARAGOZA-MERCADO,9015,CBC-ZARAGOZA CENTRO,9828,Z.ZARAGOZA,1523,D.T.NORTE,13,BANCA COMERCIAL
6910,10,ZARAGOZA LEON XIII,9015,CBC-ZARAGOZA CENTRO,9828,Z.ZARAGOZA,1523,D.T.NORTE,13,BANCA COMERCIAL
6917,10,ZARAGOZA AG.17,9015,CBC-ZARAGOZA CENTRO,9828,Z.ZARAGOZA,1523,D.T.NORTE,13,BANCA COMERCIAL
6918,10,ZARAGOZA AG.18,9015,CBC-ZARAGOZA CENTRO,9828,Z.ZARAGOZA,1523,D.T.NORTE,13,BANCA COMERCIAL
6923,10,ZARAGOZA-MADRE VEDRUNA,9015,CBC-ZARAGOZA CENTRO,9828,Z.ZARAGOZA,1523,D.T.NORTE,13,BANCA COMERCIAL
7888,10,"ZARAGOZA-INDEPENDENCIA, 7",9015,CBC-ZARAGOZA CENTRO,9828,Z.ZARAGOZA,1523,D.T.NORTE,13,BANCA COMERCIAL
8580,10,"ZARAGOZA-CONDE ARANDA,55",9015,CBC-ZARAGOZA CENTRO,9828,Z.ZARAGOZA,1523,D.T.NORTE,13,BANCA COMERCIAL
9015,20,CBC-ZARAGOZA CENTRO,9015,CBC-ZARAGOZA CENTRO,9828,Z.ZARAGOZA,1523,D.T.NORTE,13,BANCA COMERCIAL
743,10,ZARAGOZA-AV. DE VALENCIA,9016,CBC-ZARAGOZA NOROESTE,9828,Z.ZARAGOZA,1523,D.T.NORTE,13,BANCA COMERCIAL
745,10,"ZARAGOZA-AV. GOYA, 1",9016,CBC-ZARAGOZA NOROESTE,9828,Z.ZARAGOZA,1523,D.T.NORTE,13,BANCA COMERCIAL
747,10,ZARAGOZA-PLZA.CARMEN,9016,CBC-ZARAGOZA NOROESTE,9828,Z.ZARAGOZA,1523,D.T.NORTE,13,BANCA COMERCIAL
1149,10,"ZARAGOZA-PASEO DE PAMPLONA, 2",9016,CBC-ZARAGOZA NOROESTE,9828,Z.ZARAGOZA,1523,D.T.NORTE,13,BANCA COMERCIAL
2313,10,ZARAGOZA-GRAN VIA PARAISO,9016,CBC-ZARAGOZA NOROESTE,9828,Z.ZARAGOZA,1523,D.T.NORTE,13,BANCA COMERCIAL
2319,10,ZARAGOZA-AV. CLAVE,9016,CBC-ZARAGOZA NOROESTE,9828,Z.ZARAGOZA,1523,D.T.NORTE,13,BANCA COMERCIAL
3623,10,ZARAGOZA1(AGTE:J.FORCEN CANTIN),9016,CBC-ZARAGOZA NOROESTE,9828,Z.ZARAGOZA,1523,D.T.NORTE,13,BANCA COMERCIAL
4546,10,ZARAGOZA-DESIDERIO ESCOSURA,9016,CBC-ZARAGOZA NOROESTE,9828,Z.ZARAGOZA,1523,D.T.NORTE,13,BANCA COMERCIAL
4547,10,ZARAGOZA-PZ. SALAMERO,9016,CBC-ZARAGOZA NOROESTE,9828,Z.ZARAGOZA,1523,D.T.NORTE,13,BANCA COMERCIAL
4879,10,"ZARAGOZA-PS. PAMPLONA, 13",9016,CBC-ZARAGOZA NOROESTE,9828,Z.ZARAGOZA,1523,D.T.NORTE,13,BANCA COMERCIAL
5368,10,ZARAGOZA2 (AGTE:E.BAIGORRI RIVER),9016,CBC-ZARAGOZA NOROESTE,9828,Z.ZARAGOZA,1523,D.T.NORTE,13,BANCA COMERCIAL
6912,10,ZARAGOZA PTA.CARMEN,9016,CBC-ZARAGOZA NOROESTE,9828,Z.ZARAGOZA,1523,D.T.NORTE,13,BANCA COMERCIAL
6913,10,"ZARAGOZA-SAGASTA, 72",9016,CBC-ZARAGOZA NOROESTE,9828,Z.ZARAGOZA,1523,D.T.NORTE,13,BANCA COMERCIAL
6921,10,ZARAGOZA AG.21,9016,CBC-ZARAGOZA NOROESTE,9828,Z.ZARAGOZA,1523,D.T.NORTE,13,BANCA COMERCIAL
7344,10,ZARAGOZA-SAGASTA 50,9016,CBC-ZARAGOZA NOROESTE,9828,Z.ZARAGOZA,1523,D.T.NORTE,13,BANCA COMERCIAL
7889,10,ZARAGOZA-GARCIA SANCHEZ,9016,CBC-ZARAGOZA NOROESTE,9828,Z.ZARAGOZA,1523,D.T.NORTE,13,BANCA COMERCIAL
9016,20,CBC-ZARAGOZA NOROESTE,9016,CBC-ZARAGOZA NOROESTE,9828,Z.ZARAGOZA,1523,D.T.NORTE,13,BANCA COMERCIAL
738,10,ZARAGOZA-LAS FUENTES,9017,CBC-ZARAGOZA ESTE,9828,Z.ZARAGOZA,1523,D.T.NORTE,13,BANCA COMERCIAL
746,10,ZARAGOZA-REINA FABIOLA,9017,CBC-ZARAGOZA ESTE,9828,Z.ZARAGOZA,1523,D.T.NORTE,13,BANCA COMERCIAL
2270,10,ZARAGOZA-ARRABAL,9017,CBC-ZARAGOZA ESTE,9828,Z.ZARAGOZA,1523,D.T.NORTE,13,BANCA COMERCIAL
2316,10,ZARAGOZA-AV. LAS TORRES,9017,CBC-ZARAGOZA ESTE,9828,Z.ZARAGOZA,1523,D.T.NORTE,13,BANCA COMERCIAL
6904,10,ZARAGOZA-MARQUES DE LA CADENA,9017,CBC-ZARAGOZA ESTE,9828,Z.ZARAGOZA,1523,D.T.NORTE,13,BANCA COMERCIAL
6905,10,ZARAGOZA LAS FUENTES,9017,CBC-ZARAGOZA ESTE,9828,Z.ZARAGOZA,1523,D.T.NORTE,13,BANCA COMERCIAL
6908,10,ZARAGOZA-TENOR FLETA,9017,CBC-ZARAGOZA ESTE,9828,Z.ZARAGOZA,1523,D.T.NORTE,13,BANCA COMERCIAL
6914,10,ZARAGOZA-SAN JOSE,9017,CBC-ZARAGOZA ESTE,9828,Z.ZARAGOZA,1523,D.T.NORTE,13,BANCA COMERCIAL
6929,10,ZARAGOZA-RODRIGO REBOLLEDO,9017,CBC-ZARAGOZA ESTE,9828,Z.ZARAGOZA,1523,D.T.NORTE,13,BANCA COMERCIAL
6933,10,ZARAGOZA-LA JOTA,9017,CBC-ZARAGOZA ESTE,9828,Z.ZARAGOZA,1523,D.T.NORTE,13,BANCA COMERCIAL
