COD_OFICI,COD_NIVELOFIC,des_ofici,cod_cbc,des_cbc,cod_zona,des_zona,COD_TERRIT,des_territ,cod_areanego,des_areanego
413,10,ARAHAL,8977,CBC-MORON-POZO NUEVO,9824,Z.SEVILLA,72,D.T.SUR,13,BANCA COMERCIAL
418,10,MORON DE LA FRONTERA,8977,CBC-MORON-POZO NUEVO,9824,Z.SEVILLA,72,D.T.SUR,13,BANCA COMERCIAL
2094,10,MORON DE LA FRONTERA-ALAMEDA,8977,CBC-MORON-POZO NUEVO,9824,Z.SEVILLA,72,D.T.SUR,13,BANCA COMERCIAL
3193,10,MORON-PZ. AYUNTAMIENTO,8977,CBC-MORON-POZO NUEVO,9824,Z.SEVILLA,72,D.T.SUR,13,BANCA COMERCIAL
3692,10,MARCHENA (AGTE:A.MATEO TALAVERON),8977,CBC-MORON-POZO NUEVO,9824,Z.SEVILLA,72,D.T.SUR,13,BANCA COMERCIAL
3702,10,PUEBLA CAZALLA(AGTE:S.PEREZ GARRIDO),8977,CBC-MORON-POZO NUEVO,9824,Z.SEVILLA,72,D.T.SUR,13,BANCA COMERCIAL
4137,10,MARCHENA,8977,CBC-MORON-POZO NUEVO,9824,Z.SEVILLA,72,D.T.SUR,13,BANCA COMERCIAL
4460,10,MORON-POZO NUEVO,8977,CBC-MORON-POZO NUEVO,9824,Z.SEVILLA,72,D.T.SUR,13,BANCA COMERCIAL
5571,10,PEDRERA (AGTE:FEMAR ASESORES SL),8977,CBC-MORON-POZO NUEVO,9824,Z.SEVILLA,72,D.T.SUR,13,BANCA COMERCIAL
5811,10,OSUNA,8977,CBC-MORON-POZO NUEVO,9824,Z.SEVILLA,72,D.T.SUR,13,BANCA COMERCIAL
6948,10,"MORON FRA., BASE AEREA MORON",8977,CBC-MORON-POZO NUEVO,9824,Z.SEVILLA,72,D.T.SUR,13,BANCA COMERCIAL
7081,10,ESTEPA,8977,CBC-MORON-POZO NUEVO,9824,Z.SEVILLA,72,D.T.SUR,13,BANCA COMERCIAL
7127,10,MORON DE LA FRONTERA,8977,CBC-MORON-POZO NUEVO,9824,Z.SEVILLA,72,D.T.SUR,13,BANCA COMERCIAL
8977,20,CBC-MORON-POZO NUEVO,8977,CBC-MORON-POZO NUEVO,9824,Z.SEVILLA,72,D.T.SUR,13,BANCA COMERCIAL
404,10,"SEVILLA-CAPUCHINOS, 19",8980,CBC-SEVILLA-CAPUCHINOS,9824,Z.SEVILLA,72,D.T.SUR,13,BANCA COMERCIAL
478,10,SEVILLA-AVD. DE LA BARZOLA,8980,CBC-SEVILLA-CAPUCHINOS,9824,Z.SEVILLA,72,D.T.SUR,13,BANCA COMERCIAL
1619,10,SEVILLA-TARTESSOS,8980,CBC-SEVILLA-CAPUCHINOS,9824,Z.SEVILLA,72,D.T.SUR,13,BANCA COMERCIAL
2118,10,SEVILLA-JOSE LAGUILLO,8980,CBC-SEVILLA-CAPUCHINOS,9824,Z.SEVILLA,72,D.T.SUR,13,BANCA COMERCIAL
2212,10,SEVILLA-PINO MONTANO,8980,CBC-SEVILLA-CAPUCHINOS,9824,Z.SEVILLA,72,D.T.SUR,13,BANCA COMERCIAL
3295,10,SEVILLA-LEON XIII,8980,CBC-SEVILLA-CAPUCHINOS,9824,Z.SEVILLA,72,D.T.SUR,13,BANCA COMERCIAL
5810,10,SEVILLA-ARROYO,8980,CBC-SEVILLA-CAPUCHINOS,9824,Z.SEVILLA,72,D.T.SUR,13,BANCA COMERCIAL
5818,10,SEVILLA-PARQUEFLORES,8980,CBC-SEVILLA-CAPUCHINOS,9824,Z.SEVILLA,72,D.T.SUR,13,BANCA COMERCIAL
6008,10,SEVILLA-ALCALDE MANUEL DEL VALLE,8980,CBC-SEVILLA-CAPUCHINOS,9824,Z.SEVILLA,72,D.T.SUR,13,BANCA COMERCIAL
7071,10,SEVILLA-MACARENA,8980,CBC-SEVILLA-CAPUCHINOS,9824,Z.SEVILLA,72,D.T.SUR,13,BANCA COMERCIAL
7660,10,"SEVILLA-CAPUCHINOS, 2",8980,CBC-SEVILLA-CAPUCHINOS,9824,Z.SEVILLA,72,D.T.SUR,13,BANCA COMERCIAL
7706,10,SEVILLA-RONDA PIO XII,8980,CBC-SEVILLA-CAPUCHINOS,9824,Z.SEVILLA,72,D.T.SUR,13,BANCA COMERCIAL
8980,20,CBC-SEVILLA-CAPUCHINOS,8980,CBC-SEVILLA-CAPUCHINOS,9824,Z.SEVILLA,72,D.T.SUR,13,BANCA COMERCIAL
406,10,SEVILLA-VIRGEN DE LUJAN,8983,CBC-SEVILLA-R. ARGENTINA,9824,Z.SEVILLA,72,D.T.SUR,13,BANCA COMERCIAL
1529,10,"SEVILLA-R. ARGENTINA, 9",8983,CBC-SEVILLA-R. ARGENTINA,9824,Z.SEVILLA,72,D.T.SUR,13,BANCA COMERCIAL
3191,10,"SEVILLA-REPUBLICA ARGENTINA, 29",8983,CBC-SEVILLA-R. ARGENTINA,9824,Z.SEVILLA,72,D.T.SUR,13,BANCA COMERCIAL
3198,10,SEVILLA-PAGES DEL CORRO-OTPA,8983,CBC-SEVILLA-R. ARGENTINA,9824,Z.SEVILLA,72,D.T.SUR,13,BANCA COMERCIAL
4874,10,"SEVILLA-R. ARGENTINA, 31",8983,CBC-SEVILLA-R. ARGENTINA,9824,Z.SEVILLA,72,D.T.SUR,13,BANCA COMERCIAL
5814,10,"SEVILLA-VIRGEN DE LUJAN, 40",8983,CBC-SEVILLA-R. ARGENTINA,9824,Z.SEVILLA,72,D.T.SUR,13,BANCA COMERCIAL
5897,10,SEVILLA-RONDA TRIANA,8983,CBC-SEVILLA-R. ARGENTINA,9824,Z.SEVILLA,72,D.T.SUR,13,BANCA COMERCIAL
6001,10,"SEVILLA-TRIANA, ALTOZANO",8983,CBC-SEVILLA-R. ARGENTINA,9824,Z.SEVILLA,72,D.T.SUR,13,BANCA COMERCIAL
6007,10,SEVILLA V.DE LUJAN,8983,CBC-SEVILLA-R. ARGENTINA,9824,Z.SEVILLA,72,D.T.SUR,13,BANCA COMERCIAL
6009,10,SEVILLA-PLAZA DE CUBA,8983,CBC-SEVILLA-R. ARGENTINA,9824,Z.SEVILLA,72,D.T.SUR,13,BANCA COMERCIAL
6107,10,SEVILLA-JUAN DIAZ DE SOLIS,8983,CBC-SEVILLA-R. ARGENTINA,9824,Z.SEVILLA,72,D.T.SUR,13,BANCA COMERCIAL
6187,10,SEVILLA-EDIFICIO WTC,8983,CBC-SEVILLA-R. ARGENTINA,9824,Z.SEVILLA,72,D.T.SUR,13,BANCA COMERCIAL
6947,10,SEVILLA-TABLADA,8983,CBC-SEVILLA-R. ARGENTINA,9824,Z.SEVILLA,72,D.T.SUR,13,BANCA COMERCIAL
7039,10,SEVILLA-ASUNCION,8983,CBC-SEVILLA-R. ARGENTINA,9824,Z.SEVILLA,72,D.T.SUR,13,BANCA COMERCIAL
7116,10,SEVILLA-SAN MARTIN DE PORRES,8983,CBC-SEVILLA-R. ARGENTINA,9824,Z.SEVILLA,72,D.T.SUR,13,BANCA COMERCIAL
7480,10,SEVILLA-PRINCIPAL PUERTA ITALICA-OTP,8983,CBC-SEVILLA-R. ARGENTINA,9824,Z.SEVILLA,72,D.T.SUR,13,BANCA COMERCIAL
7481,10,SEVILLA-VENTANILLO 1-OTP,8983,CBC-SEVILLA-R. ARGENTINA,9824,Z.SEVILLA,72,D.T.SUR,13,BANCA COMERCIAL
7482,10,SEVILLA-VENTANILLO 2-OTP,8983,CBC-SEVILLA-R. ARGENTINA,9824,Z.SEVILLA,72,D.T.SUR,13,BANCA COMERCIAL
7540,10,CSB-SEVILLA PAGES CORRO,8983,CBC-SEVILLA-R. ARGENTINA,9824,Z.SEVILLA,72,D.T.SUR,13,BANCA COMERCIAL
7997,10,SEVILLA-EDIFICIO W.T.C. EXPO'92-OTP,8983,CBC-SEVILLA-R. ARGENTINA,9824,Z.SEVILLA,72,D.T.SUR,13,BANCA COMERCIAL
8983,20,CBC-SEVILLA-R. ARGENTINA,8983,CBC-SEVILLA-R. ARGENTINA,9824,Z.SEVILLA,72,D.T.SUR,13,BANCA COMERCIAL
9826,30,Z.EXTREMADURA,,,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
388,10,MERIDA-FELIX VALVERDE LILLO 6,8985,CBC-MERIDA-F.VALVERDE L.,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
389,10,PUEBLA DE LA CALZADA,8985,CBC-MERIDA-F.VALVERDE L.,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
1474,10,ARROYO DE SAN SERVAN,8985,CBC-MERIDA-F.VALVERDE L.,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
1612,10,CALAMONTE,8985,CBC-MERIDA-F.VALVERDE L.,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
2834,10,MERIDA-FELIX VALVERDE LILLO 5,8985,CBC-MERIDA-F.VALVERDE L.,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
2848,10,MERIDA-SANTA EULALIA,8985,CBC-MERIDA-F.VALVERDE L.,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
2881,10,MONTIJO,8985,CBC-MERIDA-F.VALVERDE L.,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
3933,10,LA GARROVILLA (AGTE:JA.CARO),8985,CBC-MERIDA-F.VALVERDE L.,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
4260,10,MERIDA,8985,CBC-MERIDA-F.VALVERDE L.,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
4271,10,MERIDA-AV. JUAN CARLOS I,8985,CBC-MERIDA-F.VALVERDE L.,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
4397,10,MONTIJO,8985,CBC-MERIDA-F.VALVERDE L.,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
5963,10,MERIDA-SUC.INSTITUCIONAL,8985,CBC-MERIDA-F.VALVERDE L.,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
6180,10,TALAVERA LA REAL,8985,CBC-MERIDA-F.VALVERDE L.,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
6437,10,MERIDA-BODEGONES,8985,CBC-MERIDA-F.VALVERDE L.,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
8985,20,CBC-MERIDA-F.VALVERDE L.,8985,CBC-MERIDA-F.VALVERDE L.,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
9915,10,MIRANDILLA-OTP,8985,CBC-MERIDA-F.VALVERDE L.,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
325,10,ALMENDRALEJO,8986,CBC-ALMENDRALEJO-PZ ESPR,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
387,10,ALMENDRALEJO-PLAZA ESPRONCEDA,8986,CBC-ALMENDRALEJO-PZ ESPR,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
2838,10,ALMENDRALEJO-REAL,8986,CBC-ALMENDRALEJO-PZ ESPR,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
2884,10,VILLAFRANCA DE LOS BARROS,8986,CBC-ALMENDRALEJO-PZ ESPR,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
4571,10,ACEUCHAL(AGTE:VIEX SERCOM),8986,CBC-ALMENDRALEJO-PZ ESPR,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
5774,10,HORNACHOS (AGTE:GEFISCAL HORNACHOS),8986,CBC-ALMENDRALEJO-PZ ESPR,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
6930,10,LA ZARZA,8986,CBC-ALMENDRALEJO-PZ ESPR,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
8986,20,CBC-ALMENDRALEJO-PZ ESPR,8986,CBC-ALMENDRALEJO-PZ ESPR,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
383,10,VILLANUEVA DE LA SERENA-S.FRANCISCO,8987,CBC-DON BENITO-ARROYAZO,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
384,10,DON BENITO-ARROYAZO,8987,CBC-DON BENITO-ARROYAZO,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
778,10,QUINTANA DE LA SERENA,8987,CBC-DON BENITO-ARROYAZO,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
1940,10,CASTUERA,8987,CBC-DON BENITO-ARROYAZO,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
2380,10,DON BENITO,8987,CBC-DON BENITO-ARROYAZO,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
2761,10,FUENLABRADA DE LOS MONTES,8987,CBC-DON BENITO-ARROYAZO,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
2878,10,GUAREÑA,8987,CBC-DON BENITO-ARROYAZO,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
3781,10,CABEZA BUEY (AGTE:AGUSTIN VILAPLANA),8987,CBC-DON BENITO-ARROYAZO,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
3782,10,CAMPANARIO (AGTE:R.GALLARDO CASCOS),8987,CBC-DON BENITO-ARROYAZO,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
3783,10,CASTUERA (AGTE:J.ORTIZ MARTIN),8987,CBC-DON BENITO-ARROYAZO,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
3785,10,HERRERA DUQUE (AGTE:A.GARCIA DIAZ),8987,CBC-DON BENITO-ARROYAZO,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
3849,10,ORELLANA VIEJA (AGTE:J.GARCIA MORENO,8987,CBC-DON BENITO-ARROYAZO,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
3943,10,NAVALVILLAR PELA (AGTE:A.ASENSIO),8987,CBC-DON BENITO-ARROYAZO,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
4270,10,MIAJADAS,8987,CBC-DON BENITO-ARROYAZO,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
5785,10,STA.AMALIA (AGTE:GEFISCAL S. AMALIA),8987,CBC-DON BENITO-ARROYAZO,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
6170,10,TALARRUBIAS,8987,CBC-DON BENITO-ARROYAZO,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
7269,10,VILLANUEVA DE LA SERENA,8987,CBC-DON BENITO-ARROYAZO,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
7618,10,FUENLABRADA DE LOS MONTES-OTP,8987,CBC-DON BENITO-ARROYAZO,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
7669,10,DON BENITO-GROIZARD,8987,CBC-DON BENITO-ARROYAZO,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
8987,20,CBC-DON BENITO-ARROYAZO,8987,CBC-DON BENITO-ARROYAZO,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
382,10,ZAFRA-ALVAREZ CHAMORRO,8993,CBC-ZAFRA-ALVAREZ CHAMOR,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
713,10,FUENTE CANTOS (AGTE:FUENTECANTEÑA),8993,CBC-ZAFRA-ALVAREZ CHAMOR,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
892,10,LLERENA,8993,CBC-ZAFRA-ALVAREZ CHAMOR,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
1170,10,BERLANGA,8993,CBC-ZAFRA-ALVAREZ CHAMOR,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
1486,10,AZUAGA,8993,CBC-ZAFRA-ALVAREZ CHAMOR,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
2046,10,AHILLONES,8993,CBC-ZAFRA-ALVAREZ CHAMOR,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
2731,10,FREGENAL DE LA SIERRA,8993,CBC-ZAFRA-ALVAREZ CHAMOR,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
2835,10,ZAFRA-PLAZA DE ESPAÑA,8993,CBC-ZAFRA-ALVAREZ CHAMOR,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
2877,10,JEREZ DE LOS CABALLEROS-PZ.ESPAÑA,8993,CBC-ZAFRA-ALVAREZ CHAMOR,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
3220,10,JEREZ DE LOS CABALLEROS-VASCO NUÑEZ,8993,CBC-ZAFRA-ALVAREZ CHAMOR,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
3936,10,OLIVA DE LA FRONTERA (AGTE:M.MENDEZ),8993,CBC-ZAFRA-ALVAREZ CHAMOR,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
4360,10,MONESTERIO,8993,CBC-ZAFRA-ALVAREZ CHAMOR,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
5900,10,LOS SANTOS DE MAIMONA,8993,CBC-ZAFRA-ALVAREZ CHAMOR,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
6822,10,ZAFRA,8993,CBC-ZAFRA-ALVAREZ CHAMOR,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
8993,20,CBC-ZAFRA-ALVAREZ CHAMOR,8993,CBC-ZAFRA-ALVAREZ CHAMOR,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
9905,10,AHILLONES-OTP,8993,CBC-ZAFRA-ALVAREZ CHAMOR,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
396,10,CORIA,8994,CBC-PLASENCIA-ALFON.VIII,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
1515,10,JARAIZ DE LA VERA,8994,CBC-PLASENCIA-ALFON.VIII,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
1597,10,PLASENCIA-ALFONSO VIII 6,8994,CBC-PLASENCIA-ALFON.VIII,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
1604,10,PLASENCIA-SOR V. MIRON,8994,CBC-PLASENCIA-ALFON.VIII,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
2115,10,CORIA,8994,CBC-PLASENCIA-ALFON.VIII,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
2843,10,PLASENCIA-ALFONSO VIII 21,8994,CBC-PLASENCIA-ALFON.VIII,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
2849,10,PLASENCIA-ALFONSO VIII 3,8994,CBC-PLASENCIA-ALFON.VIII,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
2887,10,CECLAVIN,8994,CBC-PLASENCIA-ALFON.VIII,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
3820,10,HERVAS(AGTE:C. VITAL),8994,CBC-PLASENCIA-ALFON.VIII,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
3927,10,MONTEHERMOSO (AGTE:C.GUTIERREZ),8994,CBC-PLASENCIA-ALFON.VIII,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
4404,10,HERVAS(AGTE:C. VITAL),8994,CBC-PLASENCIA-ALFON.VIII,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
5115,10,PLASENCIA-ALFON.VIII,8994,CBC-PLASENCIA-ALFON.VIII,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
5136,10,LOSAR VERA (AGTE:R.MARTIN MARTINEZ),8994,CBC-PLASENCIA-ALFON.VIII,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
5162,10,ZARZA GRANADILLA (AGTE:M.GONZALEZ D),8994,CBC-PLASENCIA-ALFON.VIII,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
8994,20,CBC-PLASENCIA-ALFON.VIII,8994,CBC-PLASENCIA-ALFON.VIII,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
399,10,NAVALMORAL DE LA MATA,8995,CBC-TRUJILLO,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
1690,10,CAÑAMERO,8995,CBC-TRUJILLO,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
1695,10,CAÑAMERO,8995,CBC-TRUJILLO,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
2844,10,NAVALMORAL MATA-URBANO GZLEZ SERRANO,8995,CBC-TRUJILLO,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
2888,10,MIAJADAS,8995,CBC-TRUJILLO,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
3510,10,LOGROSAN,8995,CBC-TRUJILLO,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
3545,10,LOSAR DE LA VERA,8995,CBC-TRUJILLO,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
3646,10,TALAYUELA(AGTE:A.DELGADO RODRIGUEZ),8995,CBC-TRUJILLO,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
3750,10,MAJADAS(AGTE:J.BRAVO GALEANO),8995,CBC-TRUJILLO,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
3821,10,TRUJILLO (AGTE:M.ROMAN BERMEJO),8995,CBC-TRUJILLO,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
4605,10,NAVALMORAL DE MATA,8995,CBC-TRUJILLO,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
6417,10,TRUJILLO,8995,CBC-TRUJILLO,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
6474,10,VALDELACASA DEL TAJO,8995,CBC-TRUJILLO,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
6935,10,ZORITA,8995,CBC-TRUJILLO,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
7963,10,VALDELACASA DE TAJO-OTP,8995,CBC-TRUJILLO,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
7969,10,ZORITA-OTP,8995,CBC-TRUJILLO,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
7987,10,CAÑAMERO-OTP,8995,CBC-TRUJILLO,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
8995,20,CBC-TRUJILLO,8995,CBC-TRUJILLO,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
395,10,CACERES-AV. ESPAÑA,8996,CBC-CACERES-AV. ESPAÑA,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
1143,10,CACERES-AV. ESPAÑA 30,8996,CBC-CACERES-AV. ESPAÑA,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
1432,10,ALBURQUERQUE,8996,CBC-CACERES-AV. ESPAÑA,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
1580,10,CACERES-AVDA.ESPAÑA,8996,CBC-CACERES-AV. ESPAÑA,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
1581,10,CACERES AG.1,8996,CBC-CACERES-AV. ESPAÑA,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
1598,10,CACERES-BARRIO CABEZARRUBIA,8996,CBC-CACERES-AV. ESPAÑA,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
1599,10,CACERES-MOCTEZUMA,8996,CBC-CACERES-AV. ESPAÑA,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
1846,10,CACERES-AV. DE ESPAÑA 29,8996,CBC-CACERES-AV. ESPAÑA,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
2842,10,CACERES-PLAZA AMERICA,8996,CBC-CACERES-AV. ESPAÑA,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
2886,10,VALENCIA DE ALCANTARA,8996,CBC-CACERES-AV. ESPAÑA,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
3817,10,ARROYO LUZ (AGTE:C.GARCIA FONDON),8996,CBC-CACERES-AV. ESPAÑA,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
3823,10,MALPARTIDA CACERES (AGTE:F.LOPEZ M),8996,CBC-CACERES-AV. ESPAÑA,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
3827,10,CASAR CACERES (AGTE:S.ANDRADA RINCON,8996,CBC-CACERES-AV. ESPAÑA,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
3850,10,S. VICENTE ALCANTARA (AGTE:F.CASTRO),8996,CBC-CACERES-AV. ESPAÑA,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
4318,10,CACERES,8996,CBC-CACERES-AV. ESPAÑA,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
5349,10,CACERES1 (AGTE:GALFEX GESTORIA),8996,CBC-CACERES-AV. ESPAÑA,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
5364,10,CACERES2 (AGTE:GRUPO ASEG. CACEREÑO),8996,CBC-CACERES-AV. ESPAÑA,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
6848,10,CACERES-PRIMO DE RIVERA,8996,CBC-CACERES-AV. ESPAÑA,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
8996,20,CBC-CACERES-AV. ESPAÑA,8996,CBC-CACERES-AV. ESPAÑA,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
376,10,BADAJOZ-RICARDO CARAPETO,8997,CBC-BADAJOZ-S.J.RIBERA,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
385,10,BADAJOZ-PL. ESPAÑA,8997,CBC-BADAJOZ-S.J.RIBERA,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
386,10,BADAJOZ-FERNANDO CALZADILLA,8997,CBC-BADAJOZ-S.J.RIBERA,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
1122,10,BADAJOZ-UNIDAD NEGOCIO EXTREMADURA,8997,CBC-BADAJOZ-S.J.RIBERA,9826,Z.EXTREMADURA,72,D.T.SUR,13,BANCA COMERCIAL
