COD_IDCONTRA,COD_PERSONA,FAP_CONTR,IMP_CAPDIS,IMP_CAPINI,IMP_CAPPEN
00000000000000000017192079,24183259,29JUL2009,100000.00,100000.00,45931.28
00000000000000000025689879,24186942,03JUL2003,79621.47,88577.57,23636.02
00000000000000000367330361,24189118,20DEC2016,2098.27,2098.27,1853.07
00000000000000000267916733,24190566,10DEC2015,39500.00,39500.00,0.00
00000000000000000283695337,24190924,20DEC2007,30000.00,30000.00,12864.82
00000000000000000057252519,24196252,22MAY2008,3000.00,3000.00,0.00
00000000000000000020376024,24208117,22NOV2002,78200.00,78200.00,1106.81
00000000000000000018295153,24208148,14JAN2005,225000.00,225000.00,154238.14
00000000000000000017474276,24213093,29MAY2009,200000.00,200000.00,166569.61
00000000000000000020986092,24215201,30JUN2007,316000.00,316000.00,240440.48
00000000000000000355479272,24222457,29JUN2016,300000.00,300000.00,256701.78
00000000000000000372463660,24222457,16MAR2017,900000.00,900000.00,900000.00
00000100000000001194427264,24222457,20FEB2015,300000.00,300000.00,179661.70
00000000000000000155232545,24228419,13AUG2012,30000.00,30000.00,12410.42
00000000000000000283467854,24233467,28JUN2002,117000.00,117000.00,78025.86
00000000000000000283657689,24233876,13MAR2003,51000.00,51000.00,14650.03
00000000000000000091151459,24237151,27JUL2010,166000.00,166000.00,145307.22
00000000000000000017614291,24238086,18JUL2007,0.00,121785.64,0.00
00000000000000000017614302,24238086,17JUL2007,121785.64,121785.64,0.00
00000000000000000025664511,24241888,19DEC2002,69968.95,69968.95,26667.42
00000000000000000271006369,24246600,30DEC2015,23442.05,23442.05,20891.13
00000000000000000017215867,24252971,25JUN2004,105208.00,105208.00,77124.00
00000000000000000017215935,24252971,27JAN2006,72000.00,72000.00,49969.15
00000000000000000132240724,24254977,24FEB2011,100500.00,100500.00,85863.39
00000000000000000271848582,24254977,04JAN2016,4000.00,4000.00,1595.79
00000000000000000242232555,24261662,28AUG2014,1273.17,1273.17,0.00
00000000000000000260601672,24261873,14JUL2015,1500.00,1500.00,0.00
00000000000000000278882003,24261873,28APR2016,2900.00,2900.00,0.00
00000000000000000366721026,24261873,12DEC2016,6333.77,6333.77,4867.75
00000000000000000283443216,24273809,09APR2013,37500.00,37500.00,16294.91
00000000000000000023950947,24276907,28OCT2005,660000.00,660000.00,335492.66
00000000000000000020912427,24277072,28JUL2009,18071.42,18071.42,0.00
00000000000000000025664968,24277072,28JUL2009,125778.51,125778.51,0.00
00000000000000000019797372,24279496,23APR2003,58757.94,53033.31,5296.25
00000000000000000372793048,24283574,09MAR2017,30000.00,30000.00,30000.00
00000000000000000273858263,24285809,09FEB2016,15722.60,15722.60,10327.79
00000000000000000172760508,24285879,09NOV2006,342627.50,342627.50,256278.37
00000000000000000020228972,24290472,26JUN2008,86703.64,86703.64,64142.52
00000000000000000179220759,24292739,16NOV2010,96960.86,96960.86,79820.25
00000000000000000179227302,24292739,16NOV2010,24200.00,24200.00,18387.87
00000000000000000283236997,24292800,26MAY1997,54692.10,54692.10,27584.88
00000000000000000097402979,24300981,14SEP2010,114500.00,114500.00,85911.79
00000000000000000021142633,24310545,20FEB2004,135373.00,135373.00,98323.76
00000000000000000253482074,24321916,27APR2015,84209.76,84209.76,80104.90
00000000000000000270101515,24321916,14DEC2015,12000.00,12000.00,10425.80
00000000000000000274767547,24321916,19FEB2016,6388.32,6388.32,5665.01
00000000000000000280790635,24321916,02JUN2016,5511.84,5511.84,5083.42
00000000000000000017895539,24326680,04SEP2009,120000.00,120000.00,97160.28
00000000000000000025259833,24333534,07JUL2003,114748.29,61423.44,67122.42
00000000000000000020973877,24336550,02NOV2004,52330.00,52330.00,23359.15
00000000000000000076225050,24341424,29JAN2010,140810.00,136318.00,120824.33
00000000000000000283464988,24346578,25NOV2008,60000.00,60000.00,27982.26
00000000000000000373842859,24346578,27MAR2017,12000.00,12000.00,12000.00
00000100000000000342473792,24346578,24FEB2009,10000.00,10000.00,0.00
00000000000000000019953225,24348864,25JUN2003,126213.00,126213.00,82045.53
00000000000000000025282656,24355698,21FEB2003,34858.70,34858.70,13606.64
00000000000000000020643136,24359593,19JAN2006,174000.00,174000.00,125696.67
00000000000000000092493069,24359593,02DEC2015,0.00,0.00,0.00
00000000000000000148193509,24359593,28FEB2012,10000.00,10000.00,0.00
00000000000000000358939993,24359593,05SEP2016,5256.15,5256.15,4607.43
00000000000000000019135313,24364746,31JAN2003,120202.42,120202.42,6729.76
00000000000000000170955400,24366940,18SEP2009,18000.00,18000.00,1162.92
00000000000000000252525560,24366940,27FEB2015,0.00,0.00,0.00
00000000000000000365648469,24366940,24NOV2016,0.00,484.00,0.00
00000000000000000093698861,24372394,30JUL2010,38500.00,38500.00,10166.47
00000000000000000018312195,24379609,17DEC2003,138000.00,83000.00,104169.15
00000000000000000266681896,24379609,03NOV2015,14750.00,14750.00,12861.40
00000000000000000283247331,24381980,26MAR2012,21000.00,21000.00,4709.22
00000000000000000020908640,24385404,17JUL2009,505083.66,505083.66,245500.27
00000000000000000361874321,24388718,31OCT2016,112332.64,112332.64,110342.54
00000000000000000019522953,24392044,08APR2003,76043.10,48982.49,44544.90
00000000000000000264163840,24393715,22SEP2015,25311.47,25311.47,22544.48
00000000000000000020282300,24398729,08JUN2009,89156.22,67156.22,72430.06
00000100000000000350608139,24398729,28JAN2004,48000.00,48000.00,19805.55
00000000000000000256071190,24401484,06MAY2015,7500.00,7500.00,4204.16
00000000000000000019320422,24407879,04MAR2003,70000.00,70000.00,45903.49
00000000000000000234988263,24407962,03APR2014,25000.00,25000.00,1687.63
00000000000000000269471845,24407962,02DEC2015,10000.00,10000.00,3796.94
00000000000000000271874616,24407962,04JAN2016,0.00,0.00,0.00
00000000000000000278173923,24407962,18APR2016,0.00,0.00,0.00
00000000000000000355710972,24407962,29JUN2016,0.00,0.00,0.00
00000000000000000021659833,24415639,26JUN2006,55680.00,55680.00,37628.64
00000000000000000019797432,24417726,05AUG2003,45000.00,45000.00,0.00
00000000000000000020843507,24421302,20FEB2003,84141.69,84141.69,0.00
00000000000000000021244131,24424930,04FEB2005,114500.00,114500.00,66083.34
00000000000000000078032403,24435062,01FEB2010,29000.00,29000.00,9235.04
00000000000000000016796495,24437486,27APR2006,15601.34,15601.34,0.00
00000000000000000021533184,24439658,20JUL2004,70081.81,70081.81,46809.62
00000000000000000020466411,24443345,24APR2003,73825.00,66592.14,47055.72
00000000000000000020202017,24446838,14MAR2006,113500.00,113500.00,81223.60
00000000000000000024944018,24446901,25JUN2003,37683.46,37683.46,15412.98
00000000000000000019768340,24449495,30MAR2007,4000.00,4000.00,0.00
00000000000000000251454773,24449495,11FEB2015,30000.00,30000.00,22197.66
00000000000000000020958017,24450256,07FEB2005,236000.00,115000.00,189286.31
00000000000000000134791932,24451685,16JUN2011,59000.00,59000.00,52267.35
00000000000000000272180176,24451685,11JAN2016,16178.81,16178.81,13909.03
00000000000000000272983499,24451719,22JAN2016,0.00,0.00,0.00
00000000000000000359298912,24451719,31AUG2016,0.00,0.00,0.00
00000100000000001219549363,24451719,16NOV2015,0.00,0.00,0.00
00000000000000000018283990,24451741,31MAR2003,57000.00,57000.00,38735.42
00000000000000000277290087,24453749,20APR2016,38305.40,38305.40,34366.01
00000000000000000356901092,24453749,15JUL2016,0.00,279.95,155.55
00000000000000000358287368,24453749,08AUG2016,0.00,0.00,0.00
00000000000000000372310592,24453749,02MAR2017,0.00,810.66,810.66
00000000000000000162474817,24454202,08FEB2013,3090.00,3090.00,823.72
00000100000000000350609459,24454202,31MAR2003,21636.00,21636.00,8926.89
00000000000000000283255239,24458741,26NOV2009,265000.00,265000.00,172295.23
00000000000000000020886801,24461646,28APR2003,279471.00,279471.00,81985.65
00000000000000000287690511,24461678,05JUN2002,65716.00,65716.00,23141.76
00000000000000000237217981,24461864,12MAY2014,16628.58,16628.58,13244.23
00000000000000000020247445,24465867,10MAY2007,331000.00,331000.00,282381.81
00000000000000000243286631,24465867,05SEP2014,12690.61,12690.61,10612.41
00000000000000000020099427,24466968,07FEB2006,86000.00,86000.00,69144.45
00000000000000000359729946,24473999,14SEP2016,28192.54,28192.54,26976.72
00000000000000000020846535,24474043,28APR1998,103059.26,36060.73,51692.90
00000000000000000155421131,24474043,22AUG2012,1874.99,1874.99,189.61
00000000000000000232342399,24474043,18FEB2014,12000.00,12000.00,7415.50
00000100000000000601106538,24474043,13APR2012,3125.01,3125.01,64.14
00000000000000000283261564,24476169,21MAY2012,3500.00,3500.00,2009.22
00000000000000000283262158,24476169,24NOV2011,141000.00,141000.00,129582.51
00000000000000000018090131,24479526,12JAN2005,165000.00,165000.00,117940.30
00000000000000000021841275,24479691,29OCT2004,200000.00,200000.00,147546.22
00000000000000000021005672,24480070,07JUL2003,140345.00,110345.00,80913.68
00000000000000000357301659,24480070,22JUL2016,3000.00,3000.00,2239.81
00000000000000000016931648,24480973,25APR2007,90000.00,90000.00,48235.24
00000000000000000021457600,24490589,07APR2003,60101.00,60101.00,19058.79
00000000000000000283844991,24492308,27MAR2003,66115.00,66115.00,23144.96
00000000000000000372503576,24496020,06MAR2017,0.00,300.00,300.00
00000000000000000372704132,24496020,08MAR2017,0.00,300.00,300.00
00000000000000000372704133,24496020,08MAR2017,0.00,200.00,200.00
00000000000000000372881379,24496020,10MAR2017,0.00,100.00,100.00
00000000000000000237128949,24502663,08MAY2014,10706.87,10706.87,0.00
00000000000000000273841827,24502663,04FEB2016,14074.59,14074.59,11920.91
00000000000000000273949906,24502663,05FEB2016,0.00,0.00,0.00
00000000000000000161751340,24505301,24JAN2013,15000.00,15000.00,0.00
00000000000000000016910872,24505313,12APR2005,130000.00,130000.00,74517.22
00000000000000000239281420,24508864,16JUN2014,6108.01,6108.01,0.00
00000000000000000277071516,24508864,31MAR2016,6000.00,6000.00,0.00
00000000000000000278748284,24508864,26APR2016,0.00,0.00,0.00
00000000000000000279297689,24508864,09MAY2016,9655.28,9655.28,8255.30
00000000000000000355047927,24508864,16JUN2016,0.00,54.00,5.67
00000000000000000355047928,24508864,16JUN2016,0.00,265.68,211.97
00000000000000000355048271,24508864,16JUN2016,0.00,70.40,34.74
00000000000000000355654988,24508864,28JUN2016,0.00,322.00,264.54
00000000000000000358022585,24508864,02AUG2016,0.00,0.00,0.00
00000000000000000366653144,24508864,09DEC2016,0.00,831.05,795.63
00000000000000000372503368,24508864,06MAR2017,0.00,236.57,236.57
00000000000000000263189971,24510094,03SEP2015,12400.00,12400.00,10760.00
00000000000000000253123164,24510644,11MAR2015,2000.00,2000.00,0.00
00000000000000000025097140,24511603,05DEC2006,180000.00,224000.00,97127.77
00000000000000000061746065,24511603,11DEC2009,22500.00,22500.00,16991.82
00000000000000000018530103,24512059,11MAY2004,143000.00,110000.00,86602.85
00000000000000000025099754,24512154,03AUG2005,32906.00,32906.00,16509.18
00000000000000000017267381,24514134,16MAY2008,78952.19,78952.19,52412.84
00000000000000000169764770,24515115,09MAY2008,202786.10,703679.89,202786.10
00000000000000000020803723,24516711,30MAY2003,84742.71,84742.71,28407.59
00000000000000000016865782,24519029,26JUN2003,72120.00,72120.00,47715.97
00000000000000000059938180,24526710,20JAN2009,3110.24,3110.24,0.00
00000000000000000243513213,24527383,23SEP2014,5126.00,5126.00,2817.50
00000000000000000359697995,24528125,29SEP2016,46500.00,46500.00,37318.09
00000000000000000020102086,24529049,15MAY2003,160000.00,160000.00,28660.33
00000000000000000064775296,24534582,18DEC2009,117346.50,117346.50,93533.82
00000000000000000287704969,24536401,27MAR2007,137080.00,137080.00,78945.94
00000000000000000079217662,24542688,05MAR2010,20484.44,20484.44,0.00
00000000000000000276851984,24542688,28MAR2016,0.00,0.00,0.00
00000000000000000360616667,24542688,22SEP2016,0.00,0.00,0.00
00000000000000000371050810,24542688,14FEB2017,0.00,443.00,443.00
00000100000000001307163130,24542688,16SEP2016,0.00,295.24,51.04
00000000000000000271505090,24543536,24DEC2015,4303.05,4303.05,3130.39
00000000000000000018735360,24545856,17JUL2003,81136.63,81136.63,52370.86
00000000000000000017397544,24558675,17MAR2009,94000.00,94000.00,88433.26
00000000000000000017397560,24558675,17MAR2009,8702.75,9200.00,6710.36
00000000000000000017860617,24562501,29APR2003,162273.00,162273.00,31523.23
00000000000000000236569541,24562501,29APR2014,7000.00,7000.00,3535.37
00000000000000000020850456,24562929,12MAY2009,0.00,190000.00,0.00
00000000000000000020850459,24562929,12MAY2009,190000.00,190000.00,172843.08
00000000000000000019777250,24572334,14JUN2005,112000.00,112000.00,61344.57
00000000000000000193534431,24572334,19AUG2013,14179.56,14179.56,9693.25
00000000000000000023928323,24572673,13MAY2003,84200.00,84200.00,54681.17
00000000000000000148284479,24574084,09MAR2012,180000.00,180000.00,136712.47
00000000000000000166856375,24574431,21MAR2007,84000.00,84000.00,47683.95
00000000000000000017055662,24575467,26JUN2003,187500.00,187500.00,6557.84
00000000000000000339594675,24591817,25JAN2013,6600.00,6600.00,4044.65
00000000000000000339602797,24591817,04MAY2006,360000.00,360000.00,322565.84
00000000000000000368655607,24595847,13FEB2017,73543.81,73543.81,73243.52
00000000000000000372133102,24595847,13MAR2017,10385.63,10385.63,10385.63
00000000000000000143164217,24596571,28OCT2011,133012.55,133012.55,104731.55
00000000000000000360665635,24598341,23SEP2016,11800.86,11800.86,10796.15
00000000000000000244272809,24603844,02OCT2014,7500.00,7500.00,4139.70
00000000000000000275259016,24606129,29FEB2016,0.00,0.00,0.00
00000000000000000018629186,24606695,27MAY2003,112000.00,112000.00,34350.56
00000000000000000108429937,24606695,07DEC2010,60000.00,60000.00,39149.87
00000000000000000020883028,24618191,24SEP2008,12492.47,12492.47,0.00
00000000000000000017772528,24618377,06OCT2006,365000.00,365000.00,202326.71
00000000000000000144844749,24619596,14DEC2011,32000.00,32000.00,0.00
00000000000000000021338235,24621259,18JUN2003,172000.00,172000.00,111610.66
00000000000000000265118171,24624901,04OCT2015,15000.00,15000.00,11408.37
00000000000000000371581813,24624901,21FEB2017,0.00,307.29,307.29
00000000000000000018972339,24625303,20JUN2003,43300.00,43300.00,28832.21
00000000000000000020966200,24625431,22JUL2003,128620.08,108620.08,69808.82
00000000000000000019041285,24628490,07JUN2006,159000.00,159000.00,131768.13
00000000000000000145403044,24643877,26DEC2011,284402.37,136402.37,261655.84
00000000000000000147936883,24643877,23SEP2014,0.00,0.00,0.00
00000000000000000243395717,24643877,05SEP2014,0.00,0.00,0.00
00000000000000000263391065,24643877,07SEP2015,0.00,0.00,0.00
00000000000000000267854035,24643877,13NOV2015,0.00,0.00,0.00
00000000000000000277135218,24643877,31MAR2016,0.00,0.00,0.00
00000000000000000277424812,24643877,05APR2016,0.00,60.00,0.00
00000000000000000277885541,24643877,12APR2016,0.00,65.00,0.00
00000000000000000279043854,24643877,02MAY2016,0.00,200.00,127.19
00000000000000000279043857,24643877,02MAY2016,0.00,75.00,19.06
00000000000000000355654459,24643877,28JUN2016,0.00,80.00,16.17
00000000000000000025729576,24644038,26JUN2009,95468.98,95468.98,72472.95
00000000000000000020429135,24647624,29JUL2003,100573.65,100573.65,53766.49
00000000000000000020946448,24649483,23JUN2003,100000.00,100000.00,67380.36
00000100000000001219549273,24649714,16NOV2015,0.00,800.00,517.65
00000000000000000018905159,24651700,20JUN2003,202500.00,202500.00,129884.72
00000000000000000262500837,24652635,30DEC2015,135000.00,135000.00,131462.36
00000000000000000357117634,24653470,20JUL2016,6302.84,6302.84,4966.26
00000000000000000108845449,24653674,24NOV2010,13079.01,13079.01,6509.02
00000000000000000155472102,24655197,09OCT2012,49700.00,49700.00,40846.09
00000000000000000021354918,24669399,23MAR2004,192150.78,209152.21,39869.86
00000000000000000283468142,24679495,17MAR2005,85300.00,85300.00,0.00
00000000000000000018122561,24686733,28SEP2006,175000.00,175000.00,153385.22
00000000000000000116909826,24686733,30DEC2016,0.00,102.00,34.49
00000000000000000142843355,24686733,15FEB2017,0.00,175.00,175.00
00000000000000000362865819,24686733,25OCT2016,20290.62,20290.62,18768.30
00000000000000000363335870,24686733,25OCT2016,2000.00,2000.00,0.00
00000000000000000232926346,24692986,26FEB2014,5834.19,5834.19,850.49
00000000000000000017661592,24694309,05OCT2004,435000.00,435000.00,21009.28
00000000000000000021244096,24705574,26OCT2004,180000.00,180000.00,47263.63
00000000000000000019980568,24706396,08OCT2004,186700.00,186700.00,64255.01
00000000000000000020225797,24706769,23JUN2006,120000.00,120000.00,64540.93
00000000000000000024495349,24707095,19FEB2009,50775.58,50775.58,41016.17
00000000000000000359639740,24711280,08SEP2016,25630.17,25630.17,23289.76
00000000000000000021902845,24711534,28SEP2004,182000.00,182000.00,87948.21
00000000000000000145824925,24722152,20DEC2011,81465.00,81465.00,67434.52
00000000000000000238899798,24722152,09JUN2014,0.00,0.00,0.00
00000000000000000263572883,24722152,09SEP2015,0.00,0.00,0.00
00000000000000000275250841,24729671,29FEB2016,3188.86,3188.86,2458.07
00000000000000000261187179,24730962,28JUL2015,12793.14,12793.14,8530.79
00000000000000000019237347,24742501,08JUN2009,150000.00,150000.00,106693.11
00000000000000000020703644,24755825,25OCT2005,155000.00,120000.00,113339.64
00000000000000000360002603,24755825,13SEP2016,4000.00,4000.00,3570.50
00000100000000000306106468,24763252,31JUL2006,64942.69,64942.69,43181.52
00000000000000000019245626,24763282,01JUN2005,162000.00,162000.00,120020.44
00000000000000000021615891,24766302,24JUN2005,180000.00,180000.00,112002.53
00000000000000000025010631,24775851,11MAY2005,127000.00,88800.00,87380.18
00000000000000000017320689,24779844,31JUL2007,111000.00,90800.00,91839.93
00000000000000000024285182,24779844,31JUL2007,6000.00,6000.00,4032.57
00000000000000000235628804,24784142,23MAY2014,63500.00,63500.00,53909.06
00000000000000000061024741,24786201,13NOV2009,157977.10,157977.10,122113.78
00000000000000000024418879,24789806,25MAY2005,191000.00,200000.00,79371.80
00000000000000000254544570,24790029,08APR2015,10235.41,10235.41,6785.13
00000000000000000169592340,24790341,24MAR2009,50000.00,50000.00,43020.36
00000000000000000025012892,24796054,08JUL2005,240000.00,209000.00,155393.07
00000000000000000361478224,24796430,04OCT2016,1500.00,1500.00,0.00
00000000000000000362663256,24796430,21OCT2016,7509.65,7509.65,7012.26
00000000000000000280654718,24804008,30MAY2016,0.00,0.00,0.00
00000100000000000518641035,24804008,31MAY2011,101000.00,101000.00,87612.70
00000000000000000017404133,24807013,05JUL2005,72200.00,72200.00,50649.84
00000000000000000250654299,24807013,26JAN2015,0.00,0.00,0.00
00000000000000000273442076,24807013,29JAN2016,0.00,299.00,83.07
00000000000000000259829838,24811995,07JUL2015,1600.00,1600.00,0.00
00000000000000000283708969,24815157,14DEC2007,162500.00,162500.00,96989.05
00000000000000000195781125,24816334,03OCT2013,15000.00,15000.00,6256.88
00000000000000000160145843,24818740,27DEC2012,60000.00,60000.00,53450.41
00000000000000000159768781,24829216,10DEC2012,4294.48,4294.48,0.00
00000000000000000024313435,24837427,30MAR2007,85142.58,85142.58,58681.68
00000000000000000280395178,24839465,25MAY2016,5364.02,5364.02,0.00
00000000000000000197147500,24844272,18NOV2013,70000.00,70000.00,55294.82
00000000000000000283500591,24847655,29AUG2011,115000.00,115000.00,91395.18
00000000000000000287675500,24851037,04JUL2000,40897.32,40897.32,20278.72
00000000000000000020267847,24854619,11JUN2009,152843.13,147892.95,141191.38
00000000000000000020267874,24854619,11JUN2009,10660.71,11253.07,8196.66
00000000000000000263753321,24856103,14SEP2015,5655.21,5655.21,3267.35
00000000000000000018770760,24856306,05OCT2006,28885.48,28885.48,0.00
00000100000000000358379679,24856665,02OCT2008,37000.00,37000.00,0.00
00000000000000000017721271,24873899,22JUN2005,185000.00,185000.00,150640.50
00000000000000000269706776,24873899,03DEC2015,0.00,0.00,0.00
00000000000000000020394840,24874207,28DEC2005,96000.00,96000.00,60749.13
00000000000000000017975220,24875104,31JUL2006,200200.00,200200.00,145877.54
00000000000000000283269361,24875104,20DEC2007,120000.00,120000.00,82827.06
00000000000000000283836965,24875104,10FEB2005,100000.00,100000.00,61760.46
00000000000000000283667253,24875981,25JAN2008,3000.00,3000.00,2538.01
00000000000000000283667332,24875981,25JAN2008,230926.00,230926.00,195382.29
00000000000000000283667471,24875981,25JAN2008,41074.00,41074.00,21292.65
00000000000000000254979859,24881512,04MAY2015,5204.07,5204.07,2214.97
00000000000000000277422565,24881512,05APR2016,0.00,760.79,136.37
00000000000000000364215958,24881512,07NOV2016,0.00,90.40,36.96
00000000000000000283550629,24884863,06FEB2006,188000.00,188000.00,123182.67
00000000000000000231021754,24888870,27FEB2014,5200.00,5200.00,0.00
00000000000000000234638263,24893385,31MAR2014,21788.77,21788.77,0.00
00000000000000000025914371,24904609,28JUL2006,100000.00,90000.00,32565.94
00000000000000000280239936,24908010,24JUN2016,155021.01,155021.01,83095.17
00000000000000000175802522,24909518,15SEP2003,155000.00,155000.00,84033.86
00000000000000000283534471,24910529,13MAY2015,30000.00,30000.00,24957.36
00000000000000000020322288,24914054,14SEP2005,141265.00,141265.00,96857.44
00000000000000000019755715,24914119,09MAY2006,52976.00,52976.00,32483.72
00000000000000000156407559,24914128,03DEC2012,26003.69,26003.69,22126.32
00000100000000000682917920,24914128,03DEC2012,106413.81,106413.81,91222.08
00000000000000000365181932,24918866,17NOV2016,0.00,448.00,149.32
00000000000000000266944419,24920088,30OCT2015,0.00,0.00,0.00
00000000000000000024969599,24929303,17APR2007,53839.55,53839.55,31039.06
00000000000000000024449895,24930332,22SEP2009,91633.09,99751.61,68116.60
00000000000000000018858550,24935696,28SEP2006,163000.00,163000.00,133182.99
00000000000000000024426623,24939253,15SEP2005,125571.05,147730.72,58864.01
00000000000000000016986022,24944256,19MAY2009,158000.00,158000.00,136207.61
00000000000000000016986057,24944256,19MAY2009,12360.17,14385.00,0.00
00000000000000000276368052,24944256,30MAR2016,23449.00,23449.00,23449.00
00000000000000000251443167,24945953,23MAR2015,100267.24,100267.24,90608.19
00000000000000000268172514,24947207,19NOV2015,0.00,0.00,0.00
00000000000000000018207980,24954885,28JUN2005,70000.00,70000.00,11861.05
00000000000000000019461991,24959846,13JUL2005,328000.00,328000.00,193296.91
00000000000000000147267851,24963786,07FEB2012,16350.00,16350.00,7702.43
00000000000000000364742200,24985304,16NOV2016,6495.97,6495.97,5839.50
00000000000000000149079248,24988059,10MAR2012,177674.00,177674.00,164664.71
00000000000000000234921366,24988059,09APR2014,16000.00,16000.00,16000.00
00000000000000000267444342,24991890,09NOV2015,0.00,0.00,0.00
00000000000000000277422756,24991890,05APR2016,0.00,0.00,0.00
00000000000000000356504141,24991890,11JUL2016,0.00,0.00,0.00
00000000000000000369510373,24991890,23JAN2017,0.00,146.44,48.99
00000000000000000373396365,24991890,20MAR2017,0.00,260.90,260.90
00000000000000000017703219,24995769,14JUL2005,166400.00,166400.00,106386.19
00000000000000000358855491,25002408,07AUG2008,0.00,203125.86,185266.54
00000000000000000358879017,25002408,07AUG2008,191555.08,1699.09,185266.54
00000000000000000283383236,25004369,09APR2003,3000.00,3000.00,2001.86
00000000000000000283844583,25004369,13NOV2002,67410.00,67410.00,44810.50
00000000000000000155485031,25004589,24AUG2012,29000.00,29000.00,16974.68
00000000000000000283556302,25009922,07FEB2011,8500.00,8500.00,0.00
00000000000000000018286027,25014347,01OCT2009,16105.38,16105.38,2115.56
00000000000000000021203360,25014536,07SEP2005,105000.00,105000.00,51683.44
00000000000000000144502330,25016803,12DEC2011,106014.17,91814.17,103465.67
00000000000000000148785585,25016882,20MAR2012,39100.00,39100.00,0.00
00000000000000000356943072,25016882,21JUL2016,181000.00,181000.00,178409.34
00000000000000000155797329,25020422,21SEP2012,275000.00,275000.00,215262.07
00000000000000000361178459,25020422,30SEP2016,0.00,0.00,0.00
00000000000000000359159985,25022820,09SEP2016,209250.00,209250.00,205565.80
00000000000000000088683837,25029506,24JUN2010,144000.00,144000.00,60076.41
00000000000000000283387498,25038751,16APR2015,2900.00,2900.00,0.00
00000000000000000283588275,25053775,08JUN2007,33150.49,33150.49,22148.61
00000000000000000020215176,25060641,16SEP2005,125000.00,125000.00,61882.27
00000000000000000024220124,25061115,25JUL2005,144243.00,110080.00,75676.92
00000000000000000233341006,25063344,04MAR2014,16484.56,16484.56,0.00
00000000000000000239578034,25065942,19JUN2014,21979.44,21979.44,16637.46
00000000000000000179288911,25068085,13MAY2011,18000.00,18000.00,0.00
00000000000000000088922752,25068354,29JUN2010,139522.38,139522.38,122358.82
00000000000000000021484885,25072551,08MAY2007,11200.00,11200.00,0.00
00000000000000000194951715,25072551,25SEP2013,42000.00,42000.00,36895.24
00000000000000000024286355,25073323,15SEP2005,85600.00,85600.00,52580.45
00000000000000000018698023,25079911,05AUG2005,186300.00,186300.00,149209.68
00000000000000000025874538,25098730,30MAY2006,116170.00,116170.00,74850.45
00000000000000000020657776,25105605,04AUG2005,98000.00,98000.00,69373.97
00000000000000000265988459,25107949,19OCT2015,0.00,0.00,0.00
00000000000000000276535917,25107949,08APR2016,1368.84,1368.84,554.30
00000000000000000019858864,25112088,29JUL2005,187300.00,187300.00,130550.14
00000000000000000082597130,25112088,20MAY2010,23467.71,23467.71,5108.95
00000000000000000025840455,25115090,08FEB2006,104293.52,104293.52,51812.88
00000000000000000021005745,25116946,07SEP2009,530000.00,530000.00,165029.53
00000000000000000025704459,25118443,25JAN2006,94157.60,94157.60,30163.91
00000000000000000019971325,25121620,29NOV2007,68000.00,68000.00,27200.17
00000000000000000161085618,25121620,28NOV2016,0.00,0.00,0.00
00000000000000000370062239,25121620,31JAN2017,0.00,19.95,6.65
00000000000000000275459308,25138840,02MAR2016,0.00,0.00,0.00
00000000000000000368240426,25138840,04JAN2017,0.00,520.00,0.00
00000000000000000372505227,25138840,06MAR2017,0.00,399.00,399.00
00000000000000000186362134,25142361,06MAY2013,13841.17,13841.17,10348.64
00000000000000000159689699,25153060,28DEC2012,187600.00,187600.00,176125.89
00000000000000000160891822,25153060,31DEC2012,3000.00,3000.00,464.78
00000000000000000263823645,25153060,16SEP2015,2200.00,2200.00,604.47
00000000000000000155382487,25162957,17AUG2012,3000.00,3000.00,337.46
00000000000000000158443650,25162957,06NOV2012,1500.00,1500.00,256.19
00000000000000000195601446,25162957,01OCT2013,3194.21,3194.21,0.00
00000000000000000017640643,25165933,13DEC2005,215000.00,200000.00,167577.93
00000000000000000374011565,25165933,28MAR2017,15723.02,15723.02,15723.02
00000000000000000257360649,25167525,28MAY2015,16598.82,16598.82,12242.32
00000000000000000359765814,25167525,09SEP2016,0.00,416.82,0.00
00000000000000000235835971,25168564,06MAY2014,15353.12,15353.12,1242.09
00000000000000000189366355,25168961,11JUN2013,5999.33,5999.33,0.00
00000000000000000188206526,25171635,20JUN2013,87067.00,87067.00,0.00
00000000000000000151605876,25174427,22MAY2012,5521.47,5521.47,226.40
00000000000000000018022328,25174451,08SEP2006,100500.00,100500.00,73414.42
00000000000000000358341248,25174451,09AUG2016,0.00,390.54,339.04
00000000000000000092642389,25182988,30AUG2010,126948.16,115948.16,120058.10
00000000000000000150864311,25183939,09MAY2012,5000.00,5000.00,205.42
00000000000000000020253888,25197292,14SEP2005,198313.75,198313.75,94387.56
00000000000000000193478901,25199455,04SEP2013,5117.71,5117.71,0.00
00000000000000000361223103,25199455,11OCT2016,4654.00,4654.00,4010.87
00000000000000000017977699,25202420,03APR2007,253000.00,253000.00,217692.60
00000000000000000020860138,25210008,07DEC2006,27589.74,27589.74,0.00
00000000000000000020861991,25210008,27FEB2006,193000.00,193000.00,159157.40
00000000000000000279269802,25210008,25MAY2016,8001.13,8001.13,8001.13
00000000000000000283724584,25215107,13FEB2006,199000.00,199000.00,160992.15
00000000000000000356431720,25219861,14JUN2007,0.00,188656.77,182937.31
00000000000000000356438342,25219861,14JUN2007,186826.22,1578.06,182937.31
